Category,Subcategory,Local term,English translation,Simple category
Racist narrative,Anti-black,černošský gang,black gang,Anti-black
Racist narrative,Anti-black,čierny gang,black gang,Anti-black
Racist narrative,Anti-black,černošské vraždy,black killings,Anti-black
Racist narrative,Anti-black,čierne vraždy,black killings,Anti-black
Sectarianism,Protestant-Catholic(particularly Ireland),fenián,fenian,Protestant-Catholic(particularly Ireland)
Sectarianism,Protestant-Catholic(particularly Ireland),papista,papist,Protestant-Catholic(particularly Ireland)
Sectarianism,Protestant-Catholic(particularly Ireland),uvf,uvf,Protestant-Catholic(particularly Ireland)
Sectarianism,Protestant-Catholic(particularly Ireland),ulsterské dobrovoľnícke sily,ulster volunteer force,Protestant-Catholic(particularly Ireland)
Sectarianism,Protestant-Catholic(particularly Ireland),jehovista,Jehova's Witness,Protestant-Catholic(particularly Ireland)
Sectarianism,Protestant-Catholic(particularly Ireland),svedok Jehovov,Jehova's Witness,Protestant-Catholic(particularly Ireland)
Sectarianism,Protestant-Catholic(particularly Ireland),svedkovia Jehovovi,Jehova's Witnesses,Protestant-Catholic(particularly Ireland)
Sexist,Anti-woman,suka,bitch,Anti-woman
Sexist,Anti-woman,mrcha,bitch,Anti-woman
Sexist,Anti-woman,pobehlica,bitch / slut,Anti-woman
Sexist,Anti-woman,fľandra,bitch,Anti-woman
Sexist,Anti-woman,cundra,bitch / slut,Anti-woman
Sexist,Anti-woman,štetka,bitch / slag,Anti-woman
Sexist,Anti-woman,prostitútka,bitch / slag,Anti-woman
Sexist,Anti-woman,filcka,bitch / slag / slut / whore,Anti-woman
Sexist,Anti-woman,kurva,whore,Anti-woman
Sexist,Anti-woman,šľapka,slut,Anti-woman
Sexual,Female anatomy,riť,ass,Female anatomy
Sexual,Female anatomy,prdel,ass,Female anatomy
Sexual,Female anatomy,zadok,booty,Female anatomy
Sexual,Female anatomy,prsia,breasts,Female anatomy
Sexual,Female anatomy,klitoris,clit,Female anatomy
Sexual,Female anatomy,pička,pussy,Female anatomy
Sexual,Female anatomy,kozy,tits,Female anatomy
Slurs,Anti-black,čierny bastard,black bastard,Anti-black
Slurs,Anti-black,čierna suka,black bitch,Anti-black
Slurs,Anti-black,čierna kurva,black cunt,Anti-black
Slurs,Anti-black,čierna spodina,black scum,Anti-black
Slurs,Anti-black,čierne hovno,black shit,Anti-black
Slurs,Anti-black,farebný,colored / coloured,Anti-black
Slurs,Anti-black,černoch,negro,Anti-black
Slurs,Anti-black,neger,nigger,Anti-black
Special terms,Football-specific,slovanista,a fan of Slovak football team, Slovan Bratislava,Football-specific
Special terms,Football-specific,slovanisti,fans of Slovak football team, Slovan Bratislava, plural,Football-specific
Violence,Violent threats,páliť,to burn,Violent threats
Violence,Violent threats,horieť,to burn,Violent threats
Violence,Violent threats,spáliť,to burn,Violent threats
Violence,Violent threats,spálený,burned,Violent threats
Violence,Violent threats,zhorený,burned,Violent threats
Violence,Violent threats,bodnúť,stab,Violent threats
Violence,Violent threats,streliť,shoot,Violent threats
Violence,Violent threats,strieľať,shoot,Violent threats
Violence,Violent threats,postreliť,shoot,Violent threats
Violence,Violent threats,strela,shot,Violent threats
Violence,Violent threats,výstrel,shot,Violent threats
Violence,Violent threats,guľka,bullet,Violent threats
