Category,Subcategory,Local term,English translation,Simple category
Dogwhistle,Immigration,delincuente,offender,Dogwhistle
Dogwhistle,Immigration,criminal,criminal,Dogwhistle
Dogwhistle,Immigration,violador,rapist,Dogwhistle
Dogwhistle,Immigration,inmigrante ilegal,illegal immigrant,Dogwhistle
Dogwhistle,Immigration,ilegal,illegal,Dogwhistle
Dogwhistle,Terrorism,terrorista,terrorist,Dogwhistle
Dogwhistle,Terrorism,arabe,Arab,Dogwhistle
Dogwhistle,Terrorism,aterrorizar,terrorize,Dogwhistle
Dogwhistle,Terrorism,kamikaze,kamikaze,Dogwhistle
Dogwhistle,Terrorism,bombardero,bombardier,Dogwhistle
Dogwhistle,Crime,matón,bully,Dogwhistle
Dogwhistle,Crime,brutalidad,brutality,Dogwhistle
Dogwhistle,Crime,ladrón,thief,Dogwhistle
Dogwhistle,Crime,criminal,criminal,Dogwhistle
Dogwhistle,Crime,criminalidad,criminality,Dogwhistle
Dogwhistle,Crime,rufían,ruffian,Dogwhistle
Dogwhistle,Crime,gamberro,thug,Dogwhistle
Dogwhistle,Crime,delincuente,offender,Dogwhistle
Dogwhistle,Crime,sicario,hitman,Dogwhistle
Dogwhistle,Crime,malandro,rogue,Dogwhistle
Dogwhistle,Crime,valentón,bully,Dogwhistle
Dogwhistle,Crime,ratero,pickpocket,Dogwhistle
Dogwhistle,Crime,choro,choro,Dogwhistle
Dogwhistle,Crime,mangui,sleeve,Dogwhistle
Dogwhistle,Crime,ladronzuelo,pilferer,Dogwhistle
Dogwhistle,Gangs,banda,band,Dogwhistle
Dogwhistle,Gangs,gángster,gangster,Dogwhistle
Dogwhistle,Gangs,gangsta,gangster,Dogwhistle
Dogwhistle,Gangs,pandilla,gang,Dogwhistle
Dogwhistle,Gangs,hampón,thug,Dogwhistle
Dogwhistle,Gangs,delincuente,offender,Dogwhistle
Dogwhistle,Gangs,malhechor,malefactor,Dogwhistle
Dogwhistle,Gangs,mafioso,gangster,Dogwhistle
Dogwhistle,Gangs,pandillero,gangster,Dogwhistle
Family,Geneology,hijo de puta,motherfucker,Family
Family,Geneology,coño de tu madre,your mother's pussy,Family
Family,Geneology,mal pario seas,bad birth you are,Family
Family,Geneology,mala leche,bad milk,Family
Family,Geneology,mala sangre,bad blood,Family
Family,Relationships,jeva,jeva,Family
Family,Relationships,jevo,jevo,Family
Family,Relationships,mecho,mech,Family
Family,Relationships,hembra,female,Family
Family,Relationships,amarre,mooring,Family
Family,Relationships,culito,little ass,Family
Family,Relationships,culo,ass,Family
Family,Marriage,hembra,female,Family
Family,Marriage,macho,male,Family
General Abuse,General Swearing,bastardo,bastard,General abuse
General Abuse,General Swearing,estúpido,idiot,General abuse
General Abuse,General Swearing,coño,cone,General abuse
General Abuse,General Swearing,mierda,shit,General abuse
General Abuse,General Swearing,verga,cock,General abuse
General Abuse,General Swearing,cabeza de huevo,egg head,General abuse
General Abuse,General Swearing,mierda,shit,General abuse
General Abuse,General Swearing,perra,bitch,General abuse
General Abuse,General Swearing,pendejo,stupid,General abuse
General Abuse,General Swearing,pajero,pajero,General abuse
General Abuse,General Swearing,maldito bruto,fucking brute,General abuse
General Abuse,General Swearing,bestia,beast,General abuse
General Abuse,General Swearing,boa,boa,General abuse
General Abuse,General Swearing,ilegítimo,illegitimate,General abuse
General Abuse,General Swearing,idiota,moron,General abuse
General Abuse,General Swearing,imbécil,fool,General abuse
General Abuse,General Swearing,papo,daddy,General abuse
General Abuse,General Swearing,totona,totona,General abuse
General Abuse,General Swearing,cuca,cuca,General abuse
General Abuse,General Swearing,maldita sea,dammit,General abuse
General Abuse,General Swearing,mal paria sea,bad pariah be,General abuse
General Abuse,General Swearing,huevo,egg,General abuse
General Abuse,General Swearing,falo,phallus,General abuse
General Abuse,General Swearing,pija,prick,General abuse
General Abuse,General Swearing,paloma,dove,General abuse
General Abuse,General Swearing,machete,machete,General abuse
General Abuse,General Swearing,cabeza de machete,machete head,General abuse
General Abuse,General Swearing,bruja,witch,General abuse
General Abuse,General Swearing,maldita,damn,General abuse
General Abuse,General Swearing,boludo,boludo,General abuse
General Abuse,General Swearing,pelotudo,asshole,General abuse
General Abuse,General Swearing,pánfilo,gullible,General abuse
General Abuse,General Swearing,lerdo,dull,General abuse
General Abuse,General Swearing,huevón,asshole,General abuse
General Abuse,General Swearing,pendejo,stupid,General abuse
General Abuse,General Swearing,bestia,beast,General abuse
General Abuse,Pedophilia,sádico,sadistic,General abuse
General Abuse,Pedophilia,pedófilo,pedophile,General abuse
General Abuse,Pedophilia,pederasta,pederast,General abuse
General Abuse,Pedophilia,enfermo,sick,General abuse
General Abuse,Pedophilia,degenerado,degenerate,General abuse
General Abuse,Pedophilia,abusador de niños,child molester,General abuse
General Abuse,Pedophilia,engendro,spawn,General abuse
General Abuse,Dishonesty,rata,rat,General abuse
General Abuse,Dishonesty,mojonero,cairn,General abuse
General Abuse,Dishonesty,traidor,traitor,General abuse
General Abuse,Dishonesty,traicionero,treacherous,General abuse
General Abuse,Dishonesty,cara dura,hard face,General abuse
General Abuse,Dishonesty,cara e' tabla,face and 'table,General abuse
General Abuse,Dishonesty,víbora,snake,General abuse
General Abuse,Dishonesty,mentiroso,liar,General abuse
General Abuse,Dishonesty,judas,Judas,General abuse
General Abuse,Dishonesty,falso,fake,General abuse
General Abuse,Dishonesty,mojonera,cairn,General abuse
General Abuse,Dishonesty,traidora,treacherous,General abuse
General Abuse,Dishonesty,traicionera,treacherous,General abuse
General Abuse,Dishonesty,mentirosa,liar,General abuse
General Abuse,Dishonesty,falsa,FALSE,General abuse
Go back,Go back home,vuelve a África,go back to africa,Xenophobic
Go back,Go back home,Vete al carajo / vete a cagar,go to hell / go to shit,Xenophobic
Go back,Go back home,vete de aquí,get out of here,Xenophobic
Go back,Go back home,vuelve a tu jungla,go back to your jungle,Xenophobic
Go back,Go back home,vuelve a tu selva,go back to your jungle,Xenophobic
Go back,Go back home,vuelve a tu hueco,go back to your hole,Xenophobic
Go back,Go back home,vuelve al hueco de donde saliste,go back to the hole you came from,Xenophobic
Go back,Go back home,vete a la mierda de tu país,fuck off your country,Xenophobic
Go back,Go back home,devuélvete de donde viniste,go back where you came from,Xenophobic
Go back,Go back home,no perteneces aquí,you don't belong here,Xenophobic
Go back,Go back home,no eres de aquí,you're not from here,Xenophobic
Go back,Go back home,devuélvete a tu rancho,go back to your ranch,Xenophobic
Homophobia,Anti-gay,Marico,Marico,Homophobia
Homophobia,Anti-gay,Marica,Sissy,Homophobia
Homophobia,Anti-gay,Mariquita,ladybug,Homophobia
Homophobia,Anti-gay,Maricón,Fagot,Homophobia
Homophobia,Anti-gay,Gay,gay,Homophobia
Homophobia,Anti-gay,Homo,Homo,Homophobia
Homophobia,Anti-gay,Joto,Joto,Homophobia
Homophobia,Anti-gay,Trolo,troll,Homophobia
Homophobia,Anti-gay,Puto,fucking,Homophobia
Homophobia,Anti-gay,Ganso,Goose,Homophobia
Homophobia,Anti-gay,Pato,Duck,Homophobia
Homophobia,Anti-gay,Nena,Chick,Homophobia
Homophobia,Anti-gay,Nenita,little girl,Homophobia
Homophobia,Anti-gay,Mujercita,Little woman,Homophobia
Homophobia,Anti-gay,Maricona,fagot,Homophobia
Homophobia,Anti-gay,Mariposón,Philandering,Homophobia
Homophobia,Anti-gay,Chupa verga,suck dick,Homophobia
Homophobia,Anti-gay,Mamahuevo,mamahuevo,Homophobia
Homophobia,Anti-gay,Mariconazo,faggot,Homophobia
Homophobia,Anti-gay,Culo alegre,perky ass,Homophobia
Homophobia,Anti-gay,Afeminado,Effeminate,Homophobia
Homophobia,Anti-gay,Homosexual,Homosexual,Homophobia
Homophobia,Anti-gay,Engendro,spawn,Homophobia
Homophobia,Anti-gay,Desviado,Deflected,Homophobia
Homophobia,Anti-gay,Desvio de la naturaleza,nature diversion,Homophobia
Homophobia,Anti-gay,Engendro de Dios,spawn of god,Homophobia
Homophobia,Anti-gay,Engendro de la naturaleza,spawn of nature,Homophobia
Homophobia,Anti-gay,Invertido,Invested,Homophobia
Homophobia,Anti-gay,Pargo,snapper,Homophobia
Homophobia,Anti-gay,Mariposa,Butterfly,Homophobia
Homophobia,Anti-gay,Marimarica,Marimarica,Homophobia
Homophobia,Anti-gay,Mamplora,bulkhead,Homophobia
Homophobia,Anti-gay,Rosquete,Donut,Homophobia
Homophobia,Anti-gay,Mayate,mayate,Homophobia
Homophobia,Anti-gay,Julandrón,julandrón,Homophobia
Homophobia,Anti-gay,Fleto,freight,Homophobia
Homophobia,Anti-gay,Ñaño,Elder brother,Homophobia
Homophobia,Anti-gay,maldito maricón,fucking fagot,Homophobia
Homophobia,Anti-gay,chupapija,cocksucker,Homophobia
Homophobia,Anti-lesbian,tortillera,dyke,Homophobia
Homophobia,Anti-lesbian,cachapera,cachapera,Homophobia
Homophobia,Anti-lesbian,marimacho,butch,Homophobia
Homophobia,Anti-lesbian,marimacha,butch,Homophobia
Homophobia,Anti-lesbian,lesbiana,lesbian,Homophobia
Homophobia,Anti-lesbian,lesbo,lesbian,Homophobia
Homophobia,Anti-lesbian,bollera,dyke,Homophobia
Homophobia,Anti-lesbian,camionera,trucker,Homophobia
Homophobia,Anti-lesbian,tijeretera,scissors,Homophobia
Homophobia,Anti-trans,transgénero,transgender,Transphobia
Homophobia,Anti-trans,mujer trans,trans woman,Transphobia
Homophobia,Anti-trans,hombre trans,trans man,Transphobia
Homophobia,Anti-trans,desviado,deflected,Transphobia
Homophobia,Anti-trans,desviada,deviated,Transphobia
Homophobia,Anti-trans,engendro,spawn,Transphobia
Homophobia,Anti-trans,raro,rare,Transphobia
Homophobia,Anti-trans,rara,weird,Transphobia
Intracommunity Slurs,Racially Motivated,negrón,negro,Racism
Intracommunity Slurs,Racially Motivated,negroide,Negroid,Racism
Intracommunity Slurs,Racially Motivated,negrata,nigga,Racism
Intracommunity Slurs,Racially Motivated,negro,black,Racism
Intracommunity Slurs,Racially Motivated,macaco,macaque,Racism
Intracommunity Slurs,Racially Motivated,piel sucia,dirty skin,Racism
Intracommunity Slurs,Racially Motivated,oscuro,Dark,Racism
Intracommunity Slurs,Racially Motivated,piel oscura,Dark skin,Racism
Intracommunity Slurs,Racially Motivated,color mugre,dirt color,Racism
Intracommunity Slurs,Racially Motivated,esclavo,slave,Racism
Possible Slurs,Racial,simio,ape,Racism
Possible Slurs,Racial,jungla,jungle,Racism
Possible Slurs,Racial,chimpancé,chimpanzee,Racism
Possible Slurs,Racial,primate,primate,Racism
Possible Slurs,Racial,mono,bow,Racism
Possible Slurs,Racial,negro,black,Racism
Possible Slurs,Racial,orangután,orangutan,Racism
Possible Slurs,Racial,rasta,rasta,Racism
Possible Slurs,Racial,selva,jungle,Racism
Possible Slurs,Racial,rastafucha,rastafucha,Racism
Possible Slurs,Racial,indio,Indian,Racism
Possible Slurs,Racial,primate,primate,Racism
Possible Slurs,Antisemitism,cerdo judia,jewish pig,Antisemitism
Possible Slurs,Antisemitism,cerda juda,jewish sow,Antisemitism
Possible Slurs,Antisemitism,kapo judio,kapo jew,Antisemitism
Possible Slurs,Antisemitism,sionista,Zionist,Antisemitism
Possible Slurs,Antisemitism,sangre sucia,dirty blood,Antisemitism
Racial terms,Anti-aboriginal,aborigen,aboriginal,Racism
Racial terms,Anti-aboriginal,indio,Indian,Racism
Racial terms,Anti-aboriginal,indígena,indigenous,Racism
Racial terms,Anti-aboriginal,primate,primate,Racism
Racial terms,Anti-aboriginal,primitivo,primitive,Racism
Racial terms,Anti-aboriginal,cara de artesanía prehispánica,prehispanic handicraft face,Racism
Racial terms,Anti-black,negro,black,Racism
Racial terms,Anti-black,africano,African,Racism
Racial terms,Anti-black,rodilla en tierra,Ground knee,Racism
Racial terms,Anti-black,negrón,negro,Racism
Racial terms,Anti-black,negrata,nigga,Racism
Racial terms,Anti-black,esclavo,slave,Racism
Racial terms,Anti-black,arrastrado,dragged,Racism
Racial terms,Anti-black,sangre sucia,dirty blood,Racism
Racial terms,Islamophobia,musulmán,Muslim,Islamophobia
Racial terms,Islamophobia,islámico,Islamic,Islamophobia
Racial terms,Islamophobia,árabe,Arab,Islamophobia
Racial terms,Islamophobia,pakistaní,Pakistani,Islamophobia
Racial terms,Islamophobia,terrorista,terrorist,Islamophobia
Racial terms,Islamophobia,borbardero,skirmisher,Islamophobia
Racial terms,Islamophobia,hereje,heretic,Islamophobia
Racial terms,Islamophobia,maldito terrorista,fucking terrorist,Islamophobia
Racial terms,Islamophobia,maldito árabe,fucking arab,Islamophobia
Racial terms,Antisemitism,judío,Jewish,Antisemitism
Racial terms,Antisemitism,judía,bean,Antisemitism
Racial terms,Antisemitism,cerdo judío,jewish pig,Antisemitism
Racial terms,Antisemitism,cerda judía,jewish sow,Antisemitism
Racial terms,Antisemitism,kapo judío,jewish kapo,Antisemitism
Racial terms,Antisemitism,maldito judío,damn Jew,Antisemitism
Racist Narrative,Anti-black,Chico negro,Black boy,Racism
Racist Narrative,Anti-black,Robo negro,black robbery,Racism
Racist Narrative,Anti-black,Crimen negro,black crime,Racism
Racist Narrative,Anti-black,Criminal negro,black criminal,Racism
Racist Narrative,Anti-black,Pandilla negra,black gang,Racism
Racist Narrative,Anti-black,Asesinatos negros,black murders,Racism
Racist Narrative,Anti-black,Cuchillo negro,black knife,Racism
Racist Narrative,Anti-black,Chaval negro,black kid,Racism
Racist Narrative,Anti-black,delincuente negro,black delinquent,Racism
Racist Narrative,Anti-black,banda negra,black band,Racism
Racist Narrative,Anti-black,homicidios negros,black homicides,Racism
Racist Narrative,Anti-black,arma negra,black gun,Racism
Racist Narrative,Anti-black,hurto negro,black theft,Racism
Racist Narrative,Anti-black,hombre negro,black man,Racism
Racist Narrative,Anti-black,crímenes negros,black crimes,Racism
Racist Narrative,Antifacist,antifa,antifa,Political
Racist Narrative,Antifacist,terrorista,terrorist,Dogwhistle
Racist Narrative,Antifacist,nazi,Nazi,Political
Racist Narrative,Antifacist,intolerante,intolerant,Political
Racist Narrative,Islamophobia,arabe,Arab,Islamophobia
Racist Narrative,Islamophobia,palestino,Palestinian,Islamophobia
Racist Narrative,Islamophobia,impura,impure,Islamophobia
Racist Narrative,Islamophobia,impuro,impure,Islamophobia
Racist Narrative,Islamophobia,terrorista,terrorist,Islamophobia
Racist Narrative,Islamophobia,bombardero,bombardier,Islamophobia
Racist Narrative,Rape,lucha contra la violación,fight against rape,Violence
Racist Narrative,Rape,bandas de violadores,gangs of rapists,Violence
Racist Narrative,Rape,víctimas de violación,rape victims,Violence
Racist Narrative,Rape,apoyo a la violación,rape support,Violence
Racist Narrative,Rape,pandillas de villadores,gangs of villains,Violence
Racist Narrative,Rape,ella quería ser violada,she wanted to be raped,Violence
Racist Narrative,Rape,se viste para que la vean,she dresses to be seen,Violence
Racist Narrative,Rape,para qué se viste así entonces,why do you dress like that then,Violence
Racist Narrative,Rape,a ella le gustó,she liked it,Violence
Racist Narrative,Rape,ella lo disfrutó,she enjoyed it,Violence
Racist Narrative,White Privilege,Las mujeres blancas importan,white women matter,Racism
Racist Narrative,White Privilege,esclavitud blanca,white bondage,Racism
Racist Narrative,White Privilege,#nosoynegraeh ,#nosoynegraeh,Racism
Racist Narrative,White Privilege,#whitegirlsmatter ,#whitegirlsmatter,Racism
Racist Narrative,White Privilege,#yonegraqueva,#yonegraqueva,Racism
Racist Narrative,White Privilege,#soyblanca,#I am white,Racism
Sectarianism,"Protestant-Catholic
(particularly Ireland)",Feniano,Fenian,Sectarianism
Sectarianism,"Protestant-Catholic
(particularly Ireland)",IRA,GONNA,Sectarianism
Sectarianism,"Protestant-Catholic
(particularly Ireland)",Papista,Papist,Sectarianism
Sectarianism,"Protestant-Catholic
(particularly Ireland)",Prod,production,Sectarianism
Sectarianism,"Protestant-Catholic
(particularly Ireland)",Ruc,ruc,Sectarianism
Sectarianism,"Protestant-Catholic
(particularly Ireland)",taig,tag,Sectarianism
Sectarianism,"Protestant-Catholic
(particularly Ireland)",taigs,tags,Sectarianism
Sectarianism,"Protestant-Catholic
(particularly Ireland)",teague,teague,Sectarianism
Sectarianism,"Protestant-Catholic
(particularly Ireland)",UVF,UVF,Sectarianism
Sectarianism,"Protestant-Catholic
(particularly Ireland)",matar a todos los Taigs,kill all taigs,Sectarianism
Sectarianism,"Protestant-Catholic
(particularly Ireland)",todos los Taigs son blancos,all taigs are white,Sectarianism
Sectarianism,"Protestant-Catholic
(particularly Ireland)",Úlster,Ulster,Sectarianism
Sexist,Anti-woman,perra,bitch,Sexism
Sexist,Anti-woman,zorra,fox,Sexism
Sexist,Anti-woman,puta,bitch,Sexism
Sexist,Anti-woman,regalada,given away,Sexism
Sexist,Anti-woman,prostituta,prostitute,Sexism
Sexist,Anti-woman,golfa,whore,Sexism
Sexist,Anti-woman,fulana,tart,Sexism
Sexist,Anti-woman,putilla,slut,Sexism
Sexist,Anti-woman,pingo,pingo,Sexism
Sexist,Anti-woman,perra llorona,crying bitch,Sexism
Sexist,Anti-woman,zorra llorona,crying bitch,Sexism
Sexist,Anti-woman,puta llorona,crying whore,Sexism
Sexist,Anti-woman,guarra,slut,Sexism
Sexist,Anti-woman,descocada,disheveled,Sexism
Sexist,Anti-woman,fichera,file,Sexism
Sexist,Anti-woman,perrita,little dog,Sexism
Sexist,Anti-woman,fácil,easy,Sexism
Sexist,Anti-woman,tiro al piso,shot to the floor,Sexism
Sexist,Anti-woman,maldita puta,damn bitch,Sexism
Sexist,Anti-woman,maldita zorra,damn bitch,Sexism
Sexist,Anti-woman,maldita perra,damn bitch,Sexism
Sexist,Female anatomy,cuca,cuca,Sexual
Sexist,Female anatomy,vulva,vulva,Sexual
Sexist,Female anatomy,papo,daddy,Sexual
Sexist,Female anatomy,toto,all,Sexual
Sexist,Female anatomy,totona,totona,Sexual
Sexist,Female anatomy,cuchara,spoon,Sexual
Sexist,Female anatomy,tetas,tits,Sexual
Sexist,Female anatomy,melones,melons,Sexual
Sexist,Female anatomy,pechugas,breasts,Sexual
Sexist,Female anatomy,panocha,panocha,Sexual
Sexist,Female anatomy,concha,shell,Sexual
Sexist,Female anatomy,coño,cone,Sexual
Sexist,Female anatomy,bollo,bun,Sexual
Sexist,Female anatomy,chocho,pussy,Sexual
Sexist,Female anatomy,chucha,shit,Sexual
Sexist,Female anatomy,chichi,chichi,Sexual
Sexist,Female anatomy,culo,ass,Sexual
Sexist,Female anatomy,culote,culotte,Sexual
Sexist,Female anatomy,cachas,muscle,Sexual
Sexist,Female anatomy,culamen ,culamen,Sexual
Sexist,Female anatomy,nalgatorio,spanking,Sexual
Sexual,Female anatomy,cuca,cuca,Sexual
Sexual,Female anatomy,vulva,vulva,Sexual
Sexual,Female anatomy,papo,daddy,Sexual
Sexual,Female anatomy,toto,all,Sexual
Sexual,Female anatomy,totona,totona,Sexual
Sexual,Female anatomy,cuchara,spoon,Sexual
Sexual,Female anatomy,tetas,tits,Sexual
Sexual,Female anatomy,melones,melons,Sexual
Sexual,Female anatomy,pechugas,breasts,Sexual
Sexual,Female anatomy,panocha,panocha,Sexual
Sexual,Female anatomy,concha,shell,Sexual
Sexual,Female anatomy,coño,cone,Sexual
Sexual,Female anatomy,bollo,bun,Sexual
Sexual,Female anatomy,chocho,pussy,Sexual
Sexual,Female anatomy,chucha,shit,Sexual
Sexual,Female anatomy,chichi,chichi,Sexual
Sexual,Female anatomy,culo,ass,Sexual
Sexual,Female anatomy,culote,culotte,Sexual
Sexual,Female anatomy,cachas,muscle,Sexual
Sexual,Female anatomy,culamen ,culamen,Sexual
Sexual,Female anatomy,nalgatorio,spanking,Sexual
Sexual,Male anatomy,huevo,egg,Sexual
Sexual,Male anatomy,webo,webo,Sexual
Sexual,Male anatomy,paloma,dove,Sexual
Sexual,Male anatomy,penes,penises,Sexual
Sexual,Male anatomy,falo,phallus,Sexual
Sexual,Male anatomy,machete,machete,Sexual
Sexual,Male anatomy,verga,cock,Sexual
Sexual,Male anatomy,nabo,turnip,Sexual
Sexual,Male anatomy,cipote,dick,Sexual
Sexual,Male anatomy,chorra,jam,Sexual
Sexual,Male anatomy,polla,cock,Sexual
Sexual,Male anatomy,pinga,dick,Sexual
Sexual,Male anatomy,picha,dick,Sexual
Sexual,Male anatomy,minga,minga,Sexual
Sexual,Male anatomy,banana,banana,Sexual
Sexual,Male anatomy,plátano,banana,Sexual
Sexual,Male anatomy,nepe,nepe,Sexual
Sexual,Male anatomy,mástil,mast,Sexual
Sexual,Male anatomy,pija,prick,Sexual
Sexual,Male anatomy,chorizo,chorizo,Sexual
Sexual,Male anatomy,salchicha,hot dog,Sexual
Sexual,Sex,correrse,come,Sexual
Sexual,Sex,vernirse,vernier,Sexual
Sexual,Sex,acabar,finish,Sexual
Sexual,Sex,tirar,throw,Sexual
Sexual,Sex,coger,take,Sexual
Sexual,Sex,echar un polvo,frig,Sexual
Sexual,Sex,polvo,dust,Sexual
Sexual,Sex,culeo,asshole,Sexual
Sexual,Sex,culear,fuck,Sexual
Sexual,Sex,planchar,iron,Sexual
Sexual,Sex,palo,stick,Sexual
Sexual,Sex,encular,buttfuck,Sexual
Sexual,Sex,sodomizar,sodomize,Sexual
Sexual,Sex,joder,fuck,Sexual
Sexual,Sex,vergar,vergar,Sexual
Sexual,Sex,echar pipe,throw pipe,Sexual
Sexual,Rape,violar,rape,Violence
Sexual,Rape,viollación,rape,Violence
Sexual,Rape,violador,rapist,Violence
Slurs,Anti-black,negro bastardo,black bastard,Racism
Slurs,Anti-black,perra negra,black bitch,Racism
Slurs,Anti-black,zorra negra,black slut,Racism
Slurs,Anti-black,escoria negra,black scum,Racism
Slurs,Anti-black,parásito negro,black parasite,Racism
Slurs,Anti-black,mierda negra,black shit,Racism
Slurs,Anti-black,mafioso negro,black mobster,Racism
Slurs,Anti-black,gángster negro,black gangster,Racism
Slurs,Anti-black,negrón,negro,Racism
Slurs,Anti-black,negrata,nigga,Racism
Slurs,Anti-black,negro,black,Racism
Slurs,Anti-black,negrito,bold,Racism
Slurs,Anti-black,nigga,nigga,Racism
Slurs,Anti-black,macaco,macaque,Racism
Slurs,Anti-black,esclavo,slave,Racism
Slurs,Anti-black,puto negro,fucking black,Racism
Slurs,Anti-black,maldito negro,fucking black,Racism
Slurs,Anti-black,negro maricón,black fagot,Racism
Slurs,Anti-black,negro marico,marico black,Racism
Slurs,Anti-Asian,ojos de rendija,slit eyes,Racism
Slurs,Anti-Asian,amarillo,yellow,Racism
Slurs,Anti-Asian,chino,Chinese,Racism
Slurs,Anti-Asian,japo,japan,Racism
Slurs,Anti-Asian,ponja,ponja,Racism
Slurs,Anti-Asian,ojos de chino,chinese eyes,Racism
Slurs,Anti-Asian,pene pequeño,small penis,Racism
Slurs,Anti-Asian,maldito chino,fucking chinese,Racism
Slurs,Anti-Gypsy Roma Traveller,gitano,Gypsy,Anti-GRT
Slurs,Anti-Gypsy Roma Traveller,vete a la chabola gitano,go to the gypsy shack,Anti-GRT
Slurs,Anti-Gypsy Roma Traveller,vagabundo,homeless,Anti-GRT
Slurs,Anti-Gypsy Roma Traveller,errante,wandering,Anti-GRT
Slurs,Anti-Gypsy Roma Traveller,ambulante,walking,Anti-GRT
Slurs,Anti-Gypsy Roma Traveller,errabundo,wandering,Anti-GRT
Slurs,Anti-Gypsy Roma Traveller,oridinario,ordinary,Anti-GRT
Slurs,Anti-Gypsy Roma Traveller,grosero,rude,Anti-GRT
Slurs,Anti-Gypsy Roma Traveller,maldito gitano,fucking gypsy,Anti-GRT
Slurs,Anti-Gypsy Roma Traveller,pobre,poor,Anti-GRT
Slurs,Anti-Gypsy Roma Traveller,gitana,gypsy,Anti-GRT
Slurs,Anti-Gypsy Roma Traveller,ordinaria,ordinary,Anti-GRT
Slurs,Anti-Gypsy Roma Traveller,nómada,nomadic,Anti-GRT
Slurs,Anti-Sematic,judío,Jewish,Antisemitism
Slurs,Anti-Sematic,judía,bean,Antisemitism
Slurs,Anti-Sematic,cerdo judío,jewish pig,Antisemitism
Slurs,Anti-Sematic,cerda judía,jewish sow,Antisemitism
Slurs,Anti-Sematic,kapo judío,jewish kapo,Antisemitism
Slurs,Anti-Sematic,maldito judío,damn Jew,Antisemitism
Slurs,Islamophobia,paki,paki,Islamophobia
Slurs,Islamophobia,arabe,Arab,Islamophobia
Slurs,Islamophobia,terrorista,terrorist,Islamophobia
Slurs,Islamophobia,bombardero,bombardier,Islamophobia
Slurs,Islamophobia,cabeza de toalla,towel head,Islamophobia
Slurs,Islamophobia,maldito arabe,fucking arab,Islamophobia
Slurs,Islamophobia,maldito terrorista,fucking terrorist,Islamophobia
Slurs,Islamophobia,moro,Moor,Islamophobia
Violence,Violent threats,quemar,burn down,Violence
