Category,Subcategory,Local term,English translation,Simple category
Racial term,Islamophobic,pakistanski,pakistani,Islamophobia
Racial term,Antisemitic,jevrejski,jewish,Antisemitism
Racist narrative,Anti-black,crni de?ko,black boy,Racism
Racist narrative,Anti-black,crna provala,black burglary,Racism
Racist narrative,Anti-black,crni zlo?in,black crime,Racism
Racist narrative,Anti-black,crni kriminalac,black criminal,Racism
Racist narrative,Anti-black,crna banda,black gang,Racism
Racist narrative,Anti-black,crna ubistva,black killings,Racism
Racist narrative,Anti-black,crni nož,black knife,Racism
Racist narrative,Anti-black,crni momak,black lad,Racism
Racist narrative,Anti-fascists,antifateroristi,antifaterrorists,Political
Racist narrative,Islamphobic,dotjerivanje,grooming,Islamophobia
Racist narrative,Islamphobic,palestinci,palestinians,Islamophobia
Racist narrative,Rape,borbe protiv silovanja,rape fighting,Racism
Racist narrative,Rape,bande silovanja,rape gangs,Racism
Racist narrative,Rape,žrtve silovanja,rape victims,Racism
Racist narrative,Rape,podržavaju silovanje,support rape,Racism
Racist narrative,White privelege,bele devojke su bitne,whitegirlsmatter,Racism
Racist narrative,White privelege,belo ropstvo,white slavery,Racism
Sexist,Anti-woman,ku?ko,bitch,Sexism
Sexist,Anti-woman,osjetljiva ku?ka,sensitivebitch,Sexism
Sexist,Anti-woman,šljaka,slag,Sexism
Sexist,Anti-woman,slapper,slapper,Sexism
Sexist,Anti-woman,drolja,slut,Sexism
Sexist,Anti-woman,kurva,whore,Sexism
Sexist,Female anatomy,muff,muff,Sexual
Sexist,Female anatomy,period,period,Sexual
Sexist,Female anatomy,pi?ka,vag,Sexual
Sexist,Female anatomy,pizda,vagina,Sexual
Sexual,Female anatomy,dupe,ass,Sexual
Sexual,Female anatomy,guza,booty,Sexual
Sexual,Female anatomy,grudi,breasts,Sexual
Sexual,Female anatomy,klitoris,clit,Sexual
Sexual,Female anatomy,pi?ka,pussy,Sexual
Sexual,Female anatomy,sise,tits,Sexual
Sexual,Male anatomy,kita,cock,Sexual
Sexual,Male anatomy,kurac,dick,Sexual
Sexual,Male anatomy,penis,penis,Sexual
Sexual,Sex,sperma,cum,Sexual
Sexual,Sex,jebati,shag,Sexual
Sexual,Rape,silovana,raped,Violence
Slurs,Anti-black,crno kopile,black bastard,Racism
Slurs,Anti-black,crna ku?ka,black bitch,Racism
Slurs,Anti-black,crna pi?ka,black cunt,Racism
Slurs,Anti-black,crni ološ,black scum,Racism
Slurs,Anti-black,crno sranje,black shit,Racism
Slurs,Anti-black,crno sranje,black shite,Racism
Slurs,Anti-black,crna zmija,black snake,Racism
Slurs,Anti-black,crni nasilnik,black thug,Racism
Slurs,Anti-black,crni,blackie,Racism
Slurs,Anti-black,u boji,coloured,Racism
Slurs,Anti-black,u boji,colored,Racism
Slurs,Anti-black,crnac,negro,Racism
Slurs,Anti-black,nig,nig,Racism
Slurs,Anti-black,crnjo,nigger,Racism
Slurs,Anti-black,crnjica,niggie,Racism
Slurs,Anti-black,nxgger,nxgger,Racism
Slurs,Anti-Gypsy Roma Traveller,Cigo,gipp,Anti-GRT
Slurs,Anti-Gypsy Roma Traveller,Cig,gyp,Anti-GRT
Slurs,Anti-Gypsy Roma Traveller,Cigoni,gypo,Anti-GRT
Slurs,Anti-Gypsy Roma Traveller,Cigan,gyppo,Anti-GRT
Slurs,Anti-Gypsy Roma Traveller,Cigan?ina,gyppos,Anti-GRT
Slurs,Anti-Gypsy Roma Traveller,Firaun ,knacker,Anti-GRT
Slurs,Anti-Gypsy Roma Traveller,Firaon,pikey,Anti-GRT
Slurs,Antisemitic,?ifut,kike,Antisemitism
Slurs,Islamophobic,dronjavac,raghead,Islamophobia
Violence,Violent threats,gori,burn,Violence
Violence,Violent threats,spaljen,burned,Violence
Violence,Violent threats,ubod,stab,Violence
Violence,Violent threats,pucaj,shoot,Violence
Violence,Violent threats,pucao,shot,Violence
Violence,Death threats,mrtav,dead,Violence
Violence,Death threats,umri,die,Violence
Violence,Death threats,umire,dying,Violence
Violence,Death threats,objesiti,hang,Violence
Violence,Death threats,obješen,hanged,Violence
Violence,Death threats,obješeni,hanging,Violence
Violence,Death threats,ubi,kill,Violence
Violence,Death threats,ubijen,killed,Violence
Violence,Death threats,ubistvo,killing,Violence
Violence,Rape,silovan u dupe,bum raped,Violence
Violence,Rape,silovan u dupe,raped,Violence
Violence,Rape,reci ne silovateljima,saynotorapists,Violence
Violence,Weaponry,uže,rope,Violence
Violence,Weaponry,nož,knife,Violence
