Category,Subcategory,Local term,English translation,Simple category
Family,Relationships,djevojka,girlfriend,Family
Family,Relationships,decko,boyfriend,Family
Family,Marriage,zena,wife,Family
Family,Marriage,supring,husband,Family
Family,Marriage,finacije,fiance,Family
Family,Marriage,zarucnica,fiancee,Family
General abuse,General swearing,kopile,bastard,General abuse
General abuse,General swearing,ku?kin sin,son of a whore,General abuse
General abuse,General swearing,pi?ka,pussy (mentioned before),Sexism
General abuse,General swearing,sranje,shit,General abuse
General abuse,General swearing,usran,shitted,General abuse
General abuse,General swearing,usrana,shitted,General abuse
General abuse,General swearing,usrano,shitted,General abuse
General abuse,General swearing,serator,the one who bullshits,General abuse
General abuse,General swearing,seratorica,the one who bullshits,General abuse
General abuse,General swearing,guzi?ar,the one who is lucky,General abuse
General abuse,General swearing,guzi?arka,the one who is lucky,General abuse
General abuse,General swearing,govno,shit - for individual persons,General abuse
General abuse,General swearing,govna,shit - for people,General abuse
General abuse,General swearing,kur?enje,showing off,General abuse
General abuse,General swearing,pi?kin dim,really easy,General abuse
General abuse,General offensive emoji,srednji prst,middle finger,General abuse
General abuse,General offensive emoji,zmija,snake,General abuse
General abuse,Paedophilia,pedo,paedo,General abuse
General abuse,Paedophilia,pedofil,paedophile,General abuse
General abuse,Paedophilia,pedofil?ina,more than paedophile,General abuse
General abuse,Paedophilia,bolesnik,sick man,General abuse
General abuse,Paedophilia,bolesnica,sick woman,General abuse
General abuse,Paedophilia,bolesnici,sick people,General abuse
General abuse,Paedophilia,bolesnika,sick people,General abuse
General abuse,Paedophilia,bolesnice,sick people,General abuse
General abuse,Paedophilia,bolesnicima,sick people,General abuse
General abuse,General abuse,Bog te jeba,God --- you,General abuse
General abuse,General abuse,Jeba te bog,God --- you,General abuse
General abuse,General abuse,Bog vas jeba,God --- you,General abuse
General abuse,General abuse,Bog me jeba,God --- you,General abuse
General abuse,General abuse,Bog nas jeba,God --- you,General abuse
General abuse,General abuse,Jeba me bog,God --- you,General abuse
General abuse,General abuse,Jeba vas bog,God --- you,General abuse
General abuse,General abuse,Jeba nas bog,God --- you,General abuse
Go back,Go back home,idi nazad odakle si došao,go back to where you came from,Xenophobia
Go back,Go back home,idi nazad u Afriku,go back to africa,Xenophobia
Go back,Go back home,idi natrag odakle si došao,go back to where you came from,Xenophobia
Go back,Go back home,idi natrag u Afriku,go back to africa,Xenophobia
Go back,Go back home,vrati se tamo odakle si došao,go back to where you came from,Xenophobia
Go back,Go back home,idi u pi?ku materinu,go to hell,Xenophobia
Go back,Go back home,nosi se k vragu,go to hell,Xenophobia
Go back,Go back home,boli me kurac,i dont give a fuck,Xenophobia
Go back,Go back home,boli je kurac,i dont give a fuck,Xenophobia
Go back,Go back home,boli te kurac,i dont give a fuck,Xenophobia
Go back,Go back home,boli nas kurac,i dont give a fuck,Xenophobia
Go back,Go back home,boli vas kurac,i dont give a fuck,Xenophobia
Go back,Go back home,boli njih kurac,i dont give a fuck,Xenophobia
Go back,Go back home,boli ih kurac,i dont give a fuck,Xenophobia
Go back,Go back home,jebem ti sve po spisku,fuck all you do,Xenophobia
Go back,Go back home,jeben ti sve po spisku,fuck all you do,Xenophobia
Go back,Go back home,jebote,fuck,Xenophobia
Go back,Go back home,jebote pas,dog should fuck you,Xenophobia
Go back,Go back home,jebote zid,wall should fuck you,Xenophobia
Go back,Go back home,jebiga,fuck it,Xenophobia
Go back,Go back home,jebi ga,fuck him,Xenophobia
Go back,Go back home,tko ju jebe,who fucks her,Xenophobia
Go back,Go back home,tko ga jebe,who fucks him,Xenophobia
Go back,Go back home,tko ih jebe,who fucks them,Xenophobia
Go back,Go back home,tko nas jebe,who fucks us,Xenophobia
Go back,Go back home,ko ju jebe,who fucks her,Xenophobia
Go back,Go back home,ko ga jebe,who fucks him,Xenophobia
Go back,Go back home,ko ih jebe,who fucks them,Xenophobia
Go back,Go back home,ko nas jebe,who fucks us,Xenophobia
Go back,Go back home,jeben ti mater,i am fucking your mother,Xenophobia
Go back,Go back home,jebem ti mater,i am fucking your mother,Xenophobia
Go back,Go back home,jedi govna,eat chit,Xenophobia
Go back,Go back home,odjebi,fuck off,Xenophobia
Go back,Go back home,odjebite,you all fuck off,Xenophobia
Go back,Go back home,mrš u tri pi?ke materine,go to three mother's vaginas,Xenophobia
Go back,Go back home,odjebi u tri pi?ke materine,fuck off to three mother's vaginas,Xenophobia
Go back,Go back home,mrš u tri pizde materine,go to three mother's vaginas,Xenophobia
Go back,Go back home,odjebi u tri pizde materine,fuck off to three mother's vaginas,Xenophobia
Go back,Go back home,jebeš me u zdrav mozak,you're fucking my brain,Xenophobia
Go back,Go back home,jebete me u zdrav mozak,you're all fucking my brain,Xenophobia
Homophobia,Anti-gay,peder,male gay person,Homophobia
Homophobia,Anti-gay,peder?ina,male gay person,Homophobia
Homophobia,Anti-gay,pedera,male gay person,Homophobia
Homophobia,Anti-gay,peder?inu,male gay person,Homophobia
Homophobia,Anti-gay,pederu,male gay person,Homophobia
Homophobia,Anti-gay,peder?ino,male gay person,Homophobia
Homophobia,Anti-gay,homo,homo,Homophobia
Homophobia,Anti-lesbian,lezba?a,female gay person,Homophobia
Homophobia,Anti-lesbian,lezba?o,female gay person,Homophobia
Homophobia,Anti-lesbian,transi?,tranny,Transphobia
Homophobia,Anti-lesbian,trans,trans,Transphobia
Homophobia,Anti-lesbian,transrodan,transgender,Transphobia
Intracommunity slurs,Racially-motivated,kosooki,insult for Asian people,Racism
Intracommunity slurs,Racially-motivated,kosooka,insult for Asian people,Racism
Intracommunity slurs,Racially-motivated,kosook,insult for Asian people,Racism
Possible slurs,Racial,majmun,monkey,Racism
Possible slurs,Racial,majmune,monkey,Racism
Possible slurs,Racial,majmunica,monkey,Racism
Possible slurs,Racial,gorila,gorila,Racism
Possible slurs,Racial,gorilo,gorila,Racism
Possible slurs,Racial,kozo,goat,Racism
Possible slurs,Racial,koza,goat,Racism
Possible slurs,Racial,krava,cow,Racism
Possible slurs,Racial,kravo,cow,Racism
Possible slurs,Racial,krava,cow,Racism
Possible slurs,Racial,kravo,cow,Racism
Possible slurs,Racial,zmija,snake,Racism
Possible slurs,Racial,zmijo,snake,Racism
Possible slurs,Racial,svinja,pig,Racism
Possible slurs,Racial,svinjo,pig,Racism
Possible slurs,Racial,kravetina,cow,Racism
Possible slurs,Racial,kravetino,cow,Racism
Possible slurs,Racial,ovca,sheep,Racism
Possible slurs,Racial,ovco,sheep,Racism
Possible slurs,Racial,?impanzo,chimpanzee,Racism
Possible slurs,Racial,?impanza,chimpanzee,Racism
Possible slurs,Racial,niga,nigga,Racism
Possible slurs,Racial,niger,Nigger,Racism
Possible slurs,Racial,orangutan,orangutan,Racism
Possible slurs,Racial,orangutanka,orangutan,Racism
Possible slurs,Racial,orangutani,orangutans,Racism
Possible slurs,Racial,?impanze,chimpanzees,Racism
Possible slurs,Racial,majmuni,monkeys,Racism
Possible slurs,Racial,gorile,gorilas,Racism
Possible slurs,Racial,koze,goats,Racism
Possible slurs,Racial,krave,cows,Racism
Possible slurs,Racial,zmije,snakes,Racism
Possible slurs,Racial,svinje,pigs,Racism
Possible slurs,Racial,ovce,sheep,Racism
Possible slurs,Racial,stoka,group of farm animals,Racism
Possible slurs,Racial,stoke,group of farm animals,Racism
Racial term,Anti-aboriginal,aboridžini,aboriginal,Racism
Racial term,Anti-aboriginal,abo,abo,Racism
Racial term,Anti-black,crnac,black man,Racism
Racial term,Anti-black,crnkinja,black woman,Racism
Racial term,Anti-black,crni,black men,Racism
Racial term,Anti-black,crna,black woman,Racism
Racial term,Anti-black,crnkinje,black women,Racism
Racial term,Anti-black,afrikanac,African man,Racism
Racial term,Anti-black,afrikanka,african woman,Racism
Racial term,Anti-black,afrikanci,african people,Racism
Racial term,Anti-black,afrikancu,african people,Racism
Racial term,Anti-black,afrikankama,african people,Racism
Racial term,Anti-black,afrikancima,african people,Racism
Racial term,Anti-black,crncu ,african people,Racism
Racial term,Anti-black,crnkinji,african people,Racism
Racial term,Anti-black,crncima,african people,Racism
Racial term,Islamophobic,muslimanac,muslim,Islamophobia
Racial term,Islamophobic,muslimanka,muslim woman,Islamophobia
Racial term,Islamophobic,muslimani,muslims,Islamophobia
Racial term,Islamophobic,muslimancu,muslims,Islamophobia
Racial term,Islamophobic,muslimankama,muslims,Islamophobia
Racial term,Islamophobic,muslimanima,muslims,Islamophobia
Racial term,Islamophobic,islam,islam,Islamophobia
Racial term,Islamophobic,islamisti,islam people,Islamophobia
Racial term,Islamophobic,pakistanci,pakistani,Racism
Racial term,Islamophobic,pakistanac,pakistani man,Racism
Racial term,Islamophobic,pakistanka,pakistani woman,Racism
Racial term,Islamophobic,pakistancima,pakistani woman,Racism
Racial term,Antisemitic,židov,jewish,Antisemitism
Racial term,Anti-white,bijeli,when a person is really white,Racism
Racial term,Anti-white,sirko,when a person is really white,Racism
Racial term,Anti-white,blijedi,when a person is really white,Racism
Racist narrative,Anti-black,crni dje?ak,black boy,Racism
Racist narrative,Anti-black,crna djeca,black children,Racism
Racist narrative,Anti-black,crni lopovi,black thief,Racism
Racist narrative,Anti-black,crni kriminalac,black criminal,Racism
Racist narrative,Anti-black,crni kiminalci,black criminalci,Racism
Racist narrative,Anti-black,crnci ubojice,black murderers,Racism
Racist narrative,Anti-black,crnac ubojica,black murderer,Racism
Racist narrative,Anti-black,crni momak,black young man,Racism
Racist narrative,Anti-black,crni momci,black young men,Racism
Racist narrative,Islamphobic,palestinci,palestinians,Islamophobia
Racist narrative,Rape,borba protiv silovanja,rape fighting,Violence
Racist narrative,Rape,grupe za silovanje,rape gangs,Violence
Racist narrative,Rape,žrtve silovanja,rape victims,Violence
Racist narrative,Rape,podupirati silovanje,support rape,Violence
Racist narrative,White privelege,životi bijelaca su važni,whitegirlsmatter,Racism
Racist narrative,White privelege,bijelo ropstvo,white slavery,Racism
Sexist,Anti-woman,kurvo,whore,Sexism
Sexist,Anti-woman,kurva,whore,Sexism
Sexist,Anti-woman,kurvar,man who whores,Sexism
Sexist,Anti-woman,osjetljiva kurvo,sensitive bitch,Sexism
Sexist,Anti-woman,droca,whore,Sexism
Sexist,Anti-woman,drolja,whore,Sexism
Sexist,Anti-woman,droco,whore,Sexism
Sexist,Anti-woman,droljo,whore,Sexism
Sexist,Anti-woman,droce,whore,Sexism
Sexist,Anti-woman,drolje,whore,Sexism
Sexist,Anti-woman,kurve,whore,Sexism
Sexist,Anti-woman,kujo,bitch,Sexism
Sexist,Anti-woman,kuja,bitch,Sexism
Sexist,Anti-woman,kujetina,bitch,Sexism
Sexist,Anti-woman,kujetino,bitch,Sexism
Sexist,Female anatomy,pizda,pussy,Sexism
Sexist,Female anatomy,pi?kica,pussy,Sexism
Sexist,Female anatomy,pizdo,pussy,Sexism
Sexist,Female anatomy,pizde,pussy,Sexism
Sexist,Female anatomy,pizdice,pussy,Sexism
Sexist,Female anatomy,pizdama,pussy,Sexism
Sexist,Female anatomy,pi?kicama,pussy,Sexism
Sexist,Female anatomy,pi?kice,pussy,Sexism
Sexist,Female anatomy,pi?ka,pussy,Sexism
Sexist,Female anatomy,pi?ko,pussy,Sexism
Sexist,Female anatomy,pi?ke,pussy,Sexism
Sexist,Female anatomy,pi?kama,pussy,Sexism
Sexist,Female anatomy,pi?ketina,pussy,Sexism
Sexist,Female anatomy,vagina,pussy,Sexism
Sexist,Female anatomy,vagini,pussy,Sexism
Sexist,Female anatomy,vaginama,pussy,Sexism
Sexist,Female anatomy,vaginica,little pussy,Sexism
Sexist,Female anatomy,vaginicama,little pussy,Sexism
Sexual,Female anatomy,guzica,ass,Sexual
Sexual,Female anatomy,guzicama,ass,Sexual
Sexual,Female anatomy,guzice,ass,Sexual
Sexual,Female anatomy,guzicu,ass,Sexual
Sexual,Female anatomy,guzici,ass,Sexual
Sexual,Female anatomy,dupe,ass,Sexual
Sexual,Female anatomy,dupa,ass,Sexual
Sexual,Female anatomy,dupeta,ass,Sexual
Sexual,Female anatomy,dupence,little ass,Sexual
Sexual,Female anatomy,sisa,boob,Sexual
Sexual,Female anatomy,siso,boob,Sexual
Sexual,Female anatomy,sisulja,boob,Sexual
Sexual,Female anatomy,sise,boobs,Sexual
Sexual,Female anatomy,sisica,little boob,Sexual
Sexual,Female anatomy,sisice,little boobs,Sexual
Sexual,Female anatomy,pi?ka,pussy,Sexual
Sexual,Female anatomy,pi?ko,pussy,Sexual
Sexual,Female anatomy,pi?kama,pussy,Sexual
Sexual,Female anatomy,pi?kici,pussy,Sexual
Sexual,Female anatomy,pi?kica,little pussy,Sexual
Sexual,Female anatomy,pizda,pussy,Sexual
Sexual,Female anatomy,pikica,little pussy,Sexual
Sexual,Female anatomy,pikici,little pussy,Sexual
Sexual,Female anatomy,pizdici,little pussy,Sexual
Sexual,Female anatomy,pizdica,little pussy,Sexual
Sexual,Female anatomy,pizdicama,little pussy,Sexual
Sexual,Female anatomy,pi?kicama,little pussy,Sexual
Sexual,Female anatomy,pikice,little pussy,Sexual
Sexual,Female anatomy,pizdice,little pussy,Sexual
Sexual,Male anatomy,kurac,dick,Sexual
Sexual,Male anatomy,kuronja,dick,Sexual
Sexual,Male anatomy,kur?ina,dick,Sexual
Sexual,Male anatomy,pimpek,dick,Sexual
Sexual,Male anatomy,miš,dick,Sexual
Sexual,Male anatomy,miš mali,small dick,Sexual
Sexual,Male anatomy,kurci,small dick,Sexual
Sexual,Male anatomy,kurcem,small dick,Sexual
Sexual,Male anatomy,kur?inama,small dick,Sexual
Sexual,Male anatomy,kurcima,small dick,Sexual
Sexual,Male anatomy,kur?ini,small dick,Sexual
Sexual,Male anatomy,pimpeku,small dick,Sexual
Sexual,Male anatomy,tintilini?,dick,Sexual
Sexual,Male anatomy,miši?,dick,Sexual
Sexual,Male anatomy,puši kurac,suck a dick,Sexual
Sexual,Male anatomy,kurac od ovce,sheep's dick,Sexual
Sexual,Sex,seks,seks,Sexual
Sexual,Sex,svršotina,cum,Sexual
Sexual,Sex,svršavanje,cumming,Sexual
Sexual,Sex,punjenje,creamping,Sexual
Sexual,Sex,svrš,cum,Sexual
Sexual,Rape,silovanje,raping,Violence
Sexual,Rape,silovana,raped woman,Violence
Sexual,Rape,silovan,raped man,Violence
Sexual,Rape,silovat ?u te,"""i will rape you""",Violence
Sexual,Rape,silovati,to rape,Violence
Sexual,Sexualised emojis,patlidžan,it could be used for dick,Sexual
Sexual,Sexualised emojis,kapljice,for cum,Sexual
Sexual,Sexualised emojis,breskva,for ass,Sexual
Sexual,Sexualised emojis,trešnja,for breasts,Sexual
Slurs,Anti-black,crno kopile,black bastard,Racism
Slurs,Anti-black,crna kurva,black bitch,Racism
Slurs,Anti-black,crna kuja,black cunt,Racism
Slurs,Anti-black,crna govna,black scum,Racism
Slurs,Anti-black,crni govnjari,black shit,Racism
Slurs,Anti-black,crna sranja,black shite,Racism
Slurs,Anti-black,crna zmija,black snake,Racism
Slurs,Anti-black,?okoladni,black people/person,Racism
Slurs,Anti-black,obojani,coloured,Racism
Slurs,Anti-black,obojane,colored,Racism
Slurs,Anti-black,negro,negro,Racism
Slurs,Anti-black,nig,nig,Racism
Slurs,Anti-black,niger,nigger,Racism
Slurs,Anti-black,niga,niggie,Racism
Slurs,Anti-Asian,kosooki,person with Asian eyes,Racism
Slurs,Anti-Asian,kosooka,chinkie,Racism
Slurs,Anti-Asian,kosookima,chinks,Racism
Slurs,Anti-Asian,žuti,yellow,Racism
Slurs,Anti-Asian,žuta,yellow,Racism
Slurs,Anti-Asian,žutima,yellow,Racism
Slurs,Anti-Gypsy Roma Traveller,cigani,gypsies,Anti-GRT
Slurs,Anti-Gypsy Roma Traveller,cigan,gyp,Anti-GRT
Slurs,Anti-Gypsy Roma Traveller,ciganka,gypo,Anti-GRT
Slurs,Anti-Gypsy Roma Traveller,ciganima,gyppo,Anti-GRT
Slurs,Islamophobic,zamotana,those covered in clothes,Islamophobia
Slurs,Islamophobic,zamotani,those covered in clothes,Islamophobia
Slurs,Islamophobic,zamotanima,those covered in clothes,Islamophobia
Violence,Violent threats,zapalit ?u te,i will set you on fire,Violence
Violence,Violent threats,zapaljen,burned,Violence
Violence,Violent threats,ubost ?u te,i will stab you,Violence
Violence,Violent threats,upucat ?u te,i will shoot you,Violence
Violence,Death threats,mrtav,dead,Violence
Violence,Death threats,umro,die,Violence
Violence,Death threats,umiruju?i,dying,Violence
Violence,Death threats,objesit,hang,Violence
Violence,Death threats,obješen,hanged,Violence
Violence,Death threats,obješeni,hanging,Violence
Violence,Death threats,ubiti,kill,Violence
Violence,Death threats,ubijen,killed,Violence
Violence,Death threats,ubojstvo,killing,Violence
Violence,Death threats,ubit ?u te,i will kill you,Violence
Violence,Death threats,ubit ?u vas svih,i will kill you all,Violence
Violence,Rape,silovana guza,bum raped,Violence
Violence,Rape,silovan,raped,Violence
Violence,Weaponry,uže,rope,Violence
Violence,Weaponry,nož,knife,Violence
Violence,Weaponry,pištolj,gun,Violence
Violence,Weaponry,škare,scissors,Violence
Violence,Weaponry,lopata,shovel,Violence
